study_ID,Title,Author,Publication Title,Abstract Note,Publication Year,DOI
RIVERA_2021_EXP,Exploring the capacity of aquatic biofilms to act as environmental DNA samplers: Test on macroinvertebrate communities in rivers,"Rivera, Sinziana F.; Vasselon, Valentin; Mary, Nathalie; Monnier, Olivier; Rimet, Frederic; Bouchez, Agnes",SCIENCE OF THE TOTAL ENVIRONMENT,"Aquatic biofilms are heterogeneous assemblages of microorganisms surrounded by a matrix of extracellular polymeric substances (EPS). Recent studies suggest that aquatic biofilms can physically act as sorptive sponges of DNA. We took the opportunity from already available samples of stone biofilms and macroinvertebrates specimens collected in parallel at the same sites to test the capacity of biofilms to act as DNA samplers of macroinvertebrate communities in streams. Macroinvertebrate communities are usually studied with metabarcoding using the DNA extracted from their bodies bulk samples, which remains a time-consuming approach and involves the destruction of all individual specimens from the samples. The ability of biofilms to capture DNA was explored on 19 rivers sites of a tropical island (Mayotte Island, France). First, macroinvertebrate specimens were identified based on their morphological characteristics. Second, DNA was extracted from biofilms, and macroinvertebrate communities were targeted using a standard COI barcode. The resulting morphological and molecular inventories were compared. They provided comparable structures and diversities for macroinvertebrate communities when one is working with the unassigned OTU data. After taxonomic assignment of the OTU data, diversity and richness were no longer correlated. The ecological assessment derived from morphological bulk samples was conserved by the biofilms samples. We also showed that the biofilm method allows to detect a higher diversity for some organisms (Cnidaria), that is hardly accessible with the morphological method. The results of this study exploring the DNA signal captured by natural biofilms are encouraging. However, a more detailed study integrating more replicates and comparing the biodiversity signal based on both morphological and molecular bulk macroinvertebrale samples to the one captured by biofilms will be necessary. Better understanding how the DNA signal captured by natural biofilms represents the biodiversity of a given sampling site is necessary before considering its use for bioassessment applications. (C) 2020 Elsevier B.V. All rights resented.",2021,10.1016/j.scitotenv.2020.144208
BUSSENI_2020_LAR,Large scale patterns of marine diatom richness: Drivers and trends in a changing ocean,"Busseni, Greta; Caputi, Luigi; Piredda, Roberta; Fremont, Paul; Hay Mele, Bruno; Campese, Lucia; Scalco, Eleonora; de Vargas, Colomban; Bowler, Chris; d'Ovidio, Francesco; Zingone, Adriana; Ribera d'Alcala, Maurizio; Iudicone, Daniele",GLOBAL ECOLOGY AND BIOGEOGRAPHY,"Aim Plankton diversity is a pivotal element of marine ecosystem stability and functioning. A major obstacle in the assessment of diversity is the lack of consistency between patterns assessed by molecular and morphological data. This work aims to reconcile the two in a single richness measure, to investigate the environmental drivers affecting this measure, and finally to predict its spatio-temporal patterns. Location and time period This is a global scale study, based on data collected within the 2009-2013 interval during theTaraOceans expedition. Major taxa studied The focus of this study is diatoms. They play an important role in several biogeochemical cycles and within marine food webs, and display high taxonomic and functional richness. Methods We integrate measures of diatom richness across the global ocean using molecular and morphological approaches, giving particular attention to `the rare biosphere'. We then perform a machine-learning-based analysis of these reconciled patterns to extrapolate diatom richness at the global scale and to identify the main environmental processes governing it. Finally, we model the response of diatom richness to climate change. Results By filtering out 0.3% of the rarest operational taxonomic units, molecular-based richness patterns show the best possible match with the morphological approach. Temperature, phosphate, chlorophyllaand the Lyapunov exponent are the major explainers of these reconciled patterns. Global scale predictions provide a first approximation of the global geography of diatom richness and of the possible impacts of climate change. Main conclusions Our models suggest that diatom richness is controlled by different processes characteristic of distinct environmental scenarios: lateral mixing in highly dynamic regions, and both nutrient availability and temperature elsewhere. We present herein the effects of these processes on richness and how these same effects differ from other diversity indices because of the main component of richness: the rare biosphere.",2020,10.1111/geb.13161
APOTHELOZ_2020_MON,Monitoring the ecological status of rivers with diatom eDNA metabarcoding: A comparison of taxonomic markers and analytical approaches for the inference of a molecular diatom index,"Apotheloz-Perret-Gentil, Laure; Bouchez, Agnes; Cordier, Tristan; Cordonier, Arielle; Gueguen, Julie; Rimet, Frederic; Vasselon, Valentin; Pawlowski, Jan",MOLECULAR ECOLOGY,"Recently, several studies demonstrated the usefulness of diatom eDNA metabarcoding as an alternative to assess the ecological quality of rivers and streams. However, the choice of the taxonomic marker as well as the methodology for data analysis differ between these studies, hampering the comparison of their results and effectiveness. The aim of this study was to compare two taxonomic markers commonly used in diatom metabarcoding and three distinct analytical approaches to infer a molecular diatom index. We used the values of classical morphological diatom index as a benchmark for this comparison. We amplified and sequenced both a fragment of the rbcL gene and the V4 region of the 18S rRNA gene for 112 epilithic samples from Swiss and French rivers. We inferred index values using three analytical approaches: by computing it directly from taxonomically assigned sequences, by calibrating de novo the ecovalues of all metabarcodes, and by using a supervised machine learning algorithm to train predictive models. In general, the values of index obtained using the two “taxonomy-free” approaches, encompassing molecular assignment and machine learning, were closer correlated to the values of the morphological index than the values based on taxonomically assigned sequences. The correlations of the three analytical approaches were higher in the case of rbcL compared to the 18S marker, highlighting the importance of the reference database which is more complete for the rbcL marker. Our study confirms the effectiveness of diatom metabarcoding as an operational tool for rivers ecological quality assessment and shows that the analytical approaches by-passing the taxonomic assignments are particularly efficient when reference databases are incomplete.",2020,10.1111/mec.15646
COLLINS_2019_NON,Non-specific amplification compromises environmental DNA metabarcoding with COI,"Collins, Rupert A.; Bakker, Judith; Wangensteen, Owen S.; Soto, Ana Z.; Corrigan, Laura; Sims, David W.; Genner, Martin J.; Mariani, Stefano",METHODS IN ECOLOGY AND EVOLUTION,"Metabarcoding extra-organismal DNA from environmental samples is now a key technique in aquatic biomonitoring and ecosystem health assessment. Of critical consideration when designing experiments, and especially so when developing community standards and legislative frameworks, is the choice of genetic marker and primer set. Mitochondrial cytochrome c oxidase subunit I (COI), the standard DNA barcode marker for animals, with its extensive reference library, taxonomic discriminatory power and predictable sequence variation, is the natural choice for many metabarcoding applications. However, for targeting specific taxonomic groups in environmental samples, the utility of COI has yet to be fully scrutinized. Here, by using a case study of marine and freshwater fishes from the British Isles, we quantify the in silico performance of twelve primer pairs from four mitochondrial loci - COI, cytochrome b, 12S and 16S - in terms of reference library coverage, taxonomic discriminatory power and primer universality. We subsequently test in vitro four primer pairs - three COI and one 12S - for their specificity, reproducibility, and congruence with independent datasets derived from traditional survey methods at five estuarine and coastal sites around the English Channel and North Sea. Our results show that for aqueous extra-organismal DNA at low template concentrations, both metazoan-targeted and fish-targeted COI primers perform poorly in comparison to 12S, exhibiting low levels of reproducibility due to non-specific amplification of prokaryotic and non-target eukaryotic DNAs. An ideal metabarcode would have an extensive reference library upon which custom primers could be designed, either for broad assessments of biodiversity, or taxon specific surveys. Such a database is available for COI, but low primer specificity hinders practical application, while conversely, 12S primers offer high specificity, but lack adequate references. The latter, however, can be mitigated by expanding the concept of DNA barcodes to include whole mitochondrial genomes generated by genome-skimming existing tissue collections.",2019,10.1111/2041-210X.13276
KUNTKE_2020_STR,Stream water quality assessment by metabarcoding of invertebrates,"Kuntke, Franziska; de Jonge, Nadieh; Hesselsoe, Martin; Nielsen, Jeppe Lund",ECOLOGICAL INDICATORS,"Stream water quality assessments are conducted by analysing invertebrate communities as a biological quality element (BQE). In Denmark, water quality assessments of streams are often estimated according to the Danish Stream Fauna Index (DSFI). The conventional DSFI method is time consuming and requires highly specialized expertise for species identification of the relevant indicator invertebrates. Furthermore, conventional species identification of relevant indicators may be hampered by differences in, or lack of, developmental stages or due to damages during the sampling process. Metabarcoding has the potential to overcome the challenges associated with conventional morphology-based species identification. Using high-throughput DNA sequencing, metabarcoding of invertebrates collected from stream water provides an alternative to the expertise of taxonomic experts. The present study applies metabarcoding using universal invertebrate primers targeting the mitochondrial cytochrome oxidase I (COI) gene to determine stream water qualifies. The obtained community profiles were compared to conventional water quality assessments according to the Danish Stream Fauna Index (DSFI). Multivariate data analysis of obtained sequences resulted in distinct clusters of taxonomic units, which reflected the stream water quality as defined by the DSFI. In conclusion, the present study supports the knowledge that invertebrates are efficient as BQE for stream water quality assessment. DNA sequencing by metabarcoding provided a unique fingerprint of the studied communities of invertebrates and was successful in describing the stream water quality.",2020,10.1016/j.ecolind.2019.105982
APOTHELOZ_2017_TAX,Taxonomy-free molecular diatom index for high-throughput eDNA biomonitoring,"Apotheloz-Perret-Gentil, Laure; Cordonier, Arielle; Straub, Francois; Iseli, Jennifer; Esling, Philippe; Pawlowski, Jan",MOLECULAR ECOLOGY RESOURCES,"Current biodiversity assessment and biomonitoring are largely based on the morphological identification of selected bioindicator taxa. Recently, several attempts have been made to use eDNA metabarcoding as an alternative tool. However, until now, most applied metabarcoding studies have been based on the taxonomic assignment of sequences that provides reference to morphospecies ecology. Usually, only a small portion of metabarcoding data can be used due to a limited reference database and a lack of phylogenetic resolution. Here, we investigate the possibility to overcome these limitations using a taxonomy-free approach that allows the computing of a molecular index directly from eDNA data without any reference to morphotaxonomy. As a case study, we use the benthic diatoms index, commonly used for monitoring the biological quality of rivers and streams. We analysed 87 epilithic samples from Swiss rivers, the ecological status of which was established based on the microscopic identification of diatom species. We compared the diatom index derived from eDNA data obtained with or without taxonomic assignment. Our taxonomy-free approach yields promising results by providing a correct assessment for 77% of examined sites. The main advantage of this method is that almost 95% of OTUs could be used for index calculation, compared to 35% in the case of the taxonomic assignment approach. Its main limitations are under-sampling and the need to calibrate the index based on the microscopic assessment of diatoms communities. However, once calibrated, the taxonomy-free molecular index can be easily standardized and applied in routine biomonitoring, as a complementary tool allowing fast and cost-effective assessment of the biological quality of watercourses.",2017,10.1111/1755-0998.12668
DEAGLE_2018_GEN,Genetic monitoring of open ocean biodiversity: An evaluation of DNA metabarcoding for processing continuous plankton recorder samples,"Deagle, Bruce E.; Clarke, Laurence J.; Kitchener, John A.; Polanowski, Andrea M.; Davidson, Andrew T.",MOLECULAR ECOLOGY RESOURCES,"DNA metabarcoding is an efficient method for measuring biodiversity, but the process of initiating long-term DNA-based monitoring programmes, or integrating with conventional programs, is only starting. In marine ecosystems, plankton surveys using the continuous plankton recorder (CPR) have characterized biodiversity along transects covering millions of kilometres with time-series spanning decades. We investigated the potential for use of metabarcoding in CPR surveys. Samples (n = 53) were collected in two Southern Ocean transects and metazoans identified using standard microscopic methods and by high-throughput sequencing of a cytochrome c oxidase subunit I marker. DNA increased the number of metazoan species identified and provided high-resolution taxonomy of groups problematic in conventional surveys (e.g., larval echinoderms and hydrozoans). Metabarcoding also generally produced more detections than microscopy, but this sensitivity may make cross-contamination during sampling a problem. In some samples, the prevalence of DNA from large plankton such as krill masked the presence of smaller species. We investigated adding a fixed amount of exogenous DNA to samples as an internal control to allow determination of relative plankton biomass. Overall, the metabarcoding data represent a substantial shift in perspective, making direct integration into current long-term time-series challenging. We discuss a number of hurdles that exist for progressing DNA metabarcoding from the current snapshot studies to the requirements of a long-term monitoring programme. Given the power and continually increasing efficiency of metabarcoding, it is almost certain this approach will play an important role in future plankton monitoring.",2018,10.1111/1755-0998.12740
AGLIERI_2020_ENV,Environmental DNA effectively captures functional diversity of coastal fish communities,"Aglieri, Giorgio; Baillie, Charles; Mariani, Stefano; Cattano, Carlo; Calo, Antonio; Turco, Gabriele; Spatafora, Davide; Di Franco, Antonio; Di Lorenzo, Manfredi; Guidetti, Paolo; Milazzo, Marco",MOLECULAR ECOLOGY,"Robust assessments of taxonomic and functional diversity are essential components of research programmes aimed at understanding current biodiversity patterns and forecasting trajectories of ecological changes. Yet, evaluating marine biodiversity along its dimensions is challenging and dependent on the power and accuracy of the available data collection methods. Here we combine three traditional survey methodologies (underwater visual census strip transects [UVCt], baited underwater videos [BUV] and small-scale fishery catches [SSFc]), and one novel molecular technique (environmental DNA metabarcoding [eDNA]-12S rRNA and cytochrome oxidase subunit 1 [COI]) to investigate their efficiency and complementarity in assessing fish diversity. We analysed 1,716 multimethod replicates at a basin scale to measure the taxonomic and functional diversity of Mediterranean fish assemblages. Taxonomic identities were investigated at species, genus and family levels. Functional identities were assessed using combinations of morphological, behavioural and trophic traits. We show that: (a) SSFc provided the higher taxonomic diversity estimates followed by eDNA, and then UVCt and BUV; (b) eDNA was the only method able to gather the whole spectrum of considered functional traits, showing the most functionally diversified and least redundant fish assemblages; and (c) the effectiveness of eDNA in describing functional structure reflected its lack of selectivity towards any considered functional trait. Our findings suggest that the reach of eDNA analysis stretches beyond taxon detection efficiency and provides new insights into the potential of metabarcoding in ecological studies.",2020,10.1111/mec.15661
FUJII_2019_ENV,Environmental DNA metabarcoding for fish community analysis in backwater lakes: A comparison of capture methods,"Fujii, Kazuya; Doi, Hideyuki; Matsuoka, Shunsuke; Nagano, Mariko; Sato, Hirotoshi; Yamanaka, Hiroki",PLOS ONE,"The use of environmental DNA (eDNA) methods for community analysis has recently been developed. High-throughput parallel DNA sequencing (HTS), called eDNA metabarcoding, has been increasingly used in eDNA studies to examine multiple species. However, eDNA metabarcoding methodology requires validation based on traditional methods in all natural ecosystems before a reliable method can be established. To date, relatively few studies have performed eDNA metabarcoding of fishes in aquatic environments where fish communities were intensively surveyed using multiple traditional methods. Here, we have compared fish communities' data from eDNA metabarcoding with seven conventional multiple capture methods in 31 backwater lakes in Hokkaido, Japan. We found that capture and field surveys of fishes were often interrupted by macrophytes and muddy sediments in the 31 lakes. We sampled 1 L of the surface water and analyzed eDNA using HTS. We also surveyed the fish communities using seven different capture methods, including various types of nets and electrofishing. At some sites, we could not detect any eDNA, presumably because of the polymerase chain reaction (PCR) inhibition. We also detected the marine fish species as sewage-derived eDNA. Comparisons of eDNA metabarcoding and capture methods showed that the detected fish communities were similar between the two methods, with an overlap of 70%. Thus, our study suggests that to detect fish communities in backwater lakes, the performance of eDNA metabarcoding with the use of 1 L surface water sampling is similar to that of capturing methods. Therefore, eDNA metabarcoding can be used for fish community analysis but environmental factors that can cause PCR inhibition, should be considered in eDNA applications.",2019,10.1371/journal.pone.0210357
HAENEL_2017_NGS,"NGS-based biodiversity and community structure analysis of meiofaunal eukaryotes in shell sand from Hallo island, Smogen, and soft mud from Gullmarn Fjord, Sweden","Haenel, Quiterie; Holovachov, Oleksandr; Jondelius, Ulf; Sundberg, Per; Bourlat, Sarah J.",BIODIVERSITY DATA JOURNAL,"Aim: The aim of this study was to assess the biodiversity and community structure of Swedish meiofaunal eukaryotes using metabarcoding. To validate the reliability of the metabarcoding approach, we compare the taxonomic resolution obtained using the mitochondrial cytochrome oxidase 1 (COI) Thini-barcode' and nuclear 18S small ribosomal subunit (18S) V1-V2 region, with traditional morphology-based identification of Xenacoelomorpha and Nematoda. Location: 30 samples were analysed from two ecologically distinct locations along the west coast of Sweden. 18 replicate samples of coarse shell sand were collected along the northeastern side of Hallo island near Smogen, while 12 replicate samples of soft mud were collected in the Gullmarn Fjord near Lysekil. Methods: Meiofauna was extracted using flotation and siphoning methods. Both COI and 18S regions were amplified from total DNA samples using Metazoan specific primers and subsequently sequenced using Illumina MiSeq, producing in total 24 132 875 paired-end reads of 300 bp in length, of which 15 883 274 COI reads and 8 249 601 18S reads. These were quality filtered resulting in 7 954 017 COI sequences and 890 370 18S sequences, clustered into 2805 and 1472 representative OTUs respectively, yielding 190 metazoan OTUs for COI and 121 metazoan OTUs for 18S using a 97% sequence similarity threshold. Results: The Metazoan fraction represents 7% of the total dataset for COI (190 OTUs) and 8% of sequences for 18S (121 OTUs). Annelida (30% of COI metazoan OTUs and 23.97% of 18S metazoan OTUs) and Arthropoda (27.37% of COI metazoan OTUs and 11.57% of 18S metazoan OTUs), were the most OTU rich phyla identified in all samples combined. As well as Annelida and Arthropoda, other OTU rich phyla represented in our samples include Mollusca, Platyhelminthes and Nematoda. In total, 213 COI OTUs and 243 18S OTUs were identified to species using a 97% sequence similarity threshold, revealing some non-native species and highlighting the potential of metabarcoding for biological recording. Taxonomic community composition shows as expected clear differentiation between the two habitat types (soft mud versus coarse shell sand), and diversity observed varies according to choice of meiofaunal sampling method and primer pair used.",2017,10.3897/BDJ.5.e12731
PONT_2018_ENV,Environmental DNA reveals quantitative patterns of fish biodiversity in large rivers despite its downstream transportation,"Pont, Didier; Rocle, Mathieu; Valentini, Alice; Civade, Raphael; Jean, Pauline; Maire, Anthony; Roset, Nicolas; Schabuss, Michael; Zornig, Horst; Dejean, Tony",SCIENTIFIC REPORTS,"Despite the ecological and societal importance of large rivers, fish sampling remains costly and limited to specific habitats (e.g., river banks). Using an eDNA metabarcoding approach, we regularly sampled 500 km of a large river (Rhone River). Comparisons with long-term electrofishing surveys demonstrated the ability of eDNA metabarcoding to qualitatively and quantitatively reveal fish assemblage structures (relative species abundance) but eDNA integrated a larger space than the classical sampling location. Combination of a literature review and field data showed that eDNA behaves in the water column like fine particulate organic matter. Its detection distance varied from a few km in a small stream to more than 100 km in a large river. To our knowledge, our results are the first demonstration of the capacity of eDNA metabarcoding to describe longitudinal fish assemblage patterns in a large river, and metabarcoding appears to be a reliable, cost-effective method for future monitoring.",2018,10.1038/s41598-018-28424-8
BACHY_2013_ACC,Accuracy of protist diversity assessments: morphology compared with cloning and direct pyrosequencing of 18S rRNA genes and ITS regions using the conspicuous tintinnid ciliates as a case study,"Bachy, Charles; Dolan, John R.; Lopez-Garcia, Purificacion; Deschamps, Philippe; Moreira, David",ISME JOURNAL,"Deep-sequencing technologies are becoming nearly routine to describe microbial community composition in environmental samples. The 18S ribosomal DNA (rDNA) pyrosequencing has revealed a vast diversity of infrequent sequences, leading to the proposition of the existence of an extremely diverse microbial 'rare biosphere'. Although rare microbes no doubt exist, critical views suggest that many rare sequences may actually be artifacts. However, information about how diversity revealed by molecular methods relates to that revealed by classical morphology approaches is practically nonexistent. To address this issue, we used different approaches to assess the diversity of tintinnid ciliates, a species-rich group in which species can be easily distinguished morphologically. We studied two Mediterranean marine samples with different patterns of tintinnid diversity. We estimated tintinnid diversity in these samples employing morphological observations and both classical cloning and sequencing and pyrosequencing of two different markers, the 18S rDNA and the internal transcribed spacer (ITS) regions, applying a variety of computational approaches currently used to analyze pyrosequence reads. We found that both molecular approaches were efficient in detecting the tintinnid species observed by microscopy and revealed similar phylogenetic structures of the tintinnid community at the species level. However, depending on the method used to analyze the pyrosequencing results, we observed discrepancies with the morphology-based assessments up to several orders of magnitude. In several cases, the inferred number of operational taxonomic units (OTUs) largely exceeded the total number of tintinnid cells in the samples. Such inflation of the OTU numbers corresponded to 'rare biosphere' taxa, composed largely of artifacts. Our results suggest that a careful and rigorous analysis of pyrosequencing data sets, including data denoising and sequence clustering with well-adjusted parameters, is necessary to accurately describe microbial biodiversity using this molecular approach. The ISME Journal (2013) 7, 244-255; doi: 10.1038/ismej.2012.106; published online 4 October 2012",2013,10.1038/ismej.2012.106
LAINI_2020_EXP,Exploring the potential of metabarcoding to disentangle macroinvertebrate community dynamics in intermittent streams,"Laini, Alex; Beermann, Arne J.; Bolpagni, Rossano; Burgazzi, Gemma; Elbrecht, Vasco; Zizka, Vera M. A.; Leese, Florian; Viaroli, Pierluigi",METABARCODING AND METAGENOMICS,NA,2020,10.3897/mbmg.4.51433
KUZMINA_2018_FIN,Finding the pond through the weeds: eDNA reveals underestimated diversity of pondweeds,"Kuzmina, Maria L.; Braukmann, Thomas W. A.; Zakharov, Evgeny V.",APPLICATIONS IN PLANT SCIENCES,"PREMISE OF THE STUDY: The detection of environmental DNA (eDNA) using high-throughput sequencing has rapidly emerged as a method to detect organisms from environmental samples. However, eDNA studies of aquatic biomes have focused on surveillance of animal species with less emphasis on plants. Pondweeds are important bioindicators of freshwater ecosystems, although their diversity is underestimated due to difficulties in morphological identification and monitoring. METHODS: A protocol was developed to detect pondweeds in water samples using atpB-rbcL and ITS2 markers. The water samples were collected from the Grand River within the rare Charitable Research Reserve, Ontario (RARE). Short fragments were amplified using primers targeting pondweeds, sequenced on an Ion Torrent Personal Genome Machine, and assigned to the taxonomy using a local DNA reference library and GenBank. RESULTS: We detected two species earlier documented at the experimental site during ecological surveys (Potamogeton crispus and Stuckenia pectinata) and three species new to the RARE checklist (P. foliosus, S. filiformis, and Zannichellia palustris). DISCUSSION: Our targeted approach to track the species composition of pondweeds in freshwater ecosystems revealed underestimation of their diversity. This result suggests that eDNA is an effective tool for monitoring plant diversity in aquatic habitats.",2018,10.1002/aps3.1155
VIVIEN_2020_HIG,High-throughput DNA barcoding of oligochaetes for abundance-based indices to assess the biological quality of sediments in streams and lakes,"Vivien, Regis; Apotheloz-Perret-Gentil, Laure; Pawlowski, Jan; Werner, Inge; Lafont, Michel; Ferrari, Benoit J. D.",SCIENTIFIC REPORTS,"Aquatic oligochaete communities are valuable indicators of the biological quality of sediments in streams and lakes, but identification of specimens to the species level based on morphological features requires solid expertise in taxonomy and is possible only for a fraction of specimens present in a sample. The identification of aquatic oligochaetes using DNA barcodes would facilitate their use in biomonitoring and allow a wider use of this taxonomic group for ecological diagnoses. Previous approaches based on DNA metabarcoding of samples composed of total sediments or pools of specimens have been proposed for assessing the biological quality of ecosystems, but such methods do not provide precise information on species abundance, which limits the value of resulting ecological diagnoses. Here, we tested how a DNA barcoding approach based on high-throughput sequencing of sorted and genetically tagged specimens performed to assess oligochaete species diversity and abundance and the biological quality of sediments in streams and lakes. We applied both molecular and morphological approaches at 13 sites in Swiss streams and at 7 sites in Lake Geneva. We genetically identified 33 or 66 specimens per site. For both approaches, we used the same index calculations. We found that the ecological diagnoses derived from the genetic approach matched well with those of the morphological approach and that the genetic identification of only 33 specimens per site provided enough ecological information for correctly estimating the biological quality of sediments in streams and lakes.",2020,10.1038/s41598-020-58703-2
STOOF_2020_LAK,"Lake-depth related pattern of genetic and morphological diatom diversity in boreal Lake Bolshoe Toko, Eastern Siberia","Stoof-Leichsenring, Kathleen R.; Dulias, Katharina; Biskaborn, Boris K.; Pestryakova, Luidmila A.; Herzschuh, Ulrike",PLOS ONE,"Large, old and heterogenous lake systems are valuable sources of biodiversity. The analysis of current spatial variability within such lakes increases our understanding of the origin and establishment of biodiversity. The environmental sensitivity and the high taxonomic richness of diatoms make them ideal organisms to investigate intra-lake variability. We investigated modern intra-lake diatom diversity in the large and old sub-arctic Lake Bolshoe Toko in Siberia. Our study uses diatom-specific metabarcoding, applying a short rbcL marker combined with next-generation sequencing and morphological identification to analyse the diatom diversity in modern sediment samples of 17 intra-lake sites. We analysed abundance-based compositional taxonomic diversity and generic phylogenetic diversity to investigate the relationship of diatom diversity changes with water depth. The two approaches show differences in taxonomic identification and alpha diversity, revealing a generally higher diversity with the genetic approach. With respect to beta diversity and ordination analyses, both approaches result in similar patterns. Water depth or related lake environmental conditions are significant factors influencing intra-lake diatom patterns, showing many significant negative correlations between alpha and beta diversity and water depth. Further, one near-shore and two lagoon lake sites characterized by low (0-10m) and medium (10-30m) water depth are unusual with unique taxonomic compositions. At deeper (>30m) water sites we identified strongest phylogenetic clustering in Aulacoseira, but generally much less in Staurosira, which supports that water depth is a strong environmental filter on the Aulacoseira communities. Our study demonstrates the utility of combining analyses of genetic and morphological as well as phylogenetic diversity to decipher compositional and generic phylogenetic patterns, which are relevant in understanding intra-lake heterogeneity as a source of biodiversity in the sub-arctic glacial Lake Bolshoe Toko.",2020,10.1371/journal.pone.0230284
RIVERA_2018_MET,Metabarcoding of lake benthic diatoms: from structure assemblages to ecological assessment,"Rivera, S. F.; Vasselon, V.; Jacquet, S.; Bouchez, A.; Ariztegui, D.; Rimet, F.",HYDROBIOLOGIA,"Benthic diatoms are relevant indicators of the ecological status of the littoral zone of lakes. Their use as bio-indicators is based on their morphological identification at species level using microscopy which is time consuming, requires taxonomic expertise, and is consequently expensive. To overcome these limitations, a molecular approach for diatom identification has been tested with success in rivers. DNA metabarcoding enables species identification from a standardized DNA barcode and high-throughput sequencing (HTS), using DNA reference library. The suitability of the morphological and molecular approaches to assess the diatom community structure and the ecological status of the littoral zone of the largest deep lake in France (Lake Bourget) was compared. 66 sites were sampled in August 2015 along the shoreline, all around the lake. The composition of diatom assemblages was similar with both morphological and molecular approaches, and diatom assemblages were structured by the same environmental factors. However, the ecological status of Lake Bourget differed significantly among approaches since floristic inventories to species level also differed significantly. The main source of this difference was the incompleteness of the DNA reference library. Nevertheless, in a near future, when this constraint will be solved, the use of DNA metabarcoding for biomonitoring purposes seems promising.",2018,10.1007/s10750-017-3381-2
ERDOZAIN_2019_MET,Metabarcoding of storage ethanol vs. conventional morphometric identification in relation to the use of stream macroinvertebrates as ecological indicators in forest management,"Erdozain, Maitane; Thompson, Dean G.; Porter, Teresita M.; Kidd, Karen A.; Kreutzweiser, David P.; Sibley, Paul K.; Swystun, Tom; Chartrand, Derek; Hajibabaei, Mehrdad",ECOLOGICAL INDICATORS,"Aquatic macroinvertebrate communities are often used to assess the ecological integrity of streams. However, conventional methods involving morphometric identification of macroinvertebrates are usually costly and time-consuming. Here we compare stream macroinvertebrate community metrics based on conventional morphometrics vs. non-destructive DNA metabarcoding from storage ethanol to assess forest management impacts on headwater streams across a gradient of intensively managed forest catchments in eastern Canada. The two approaches demonstrated substantial congruence in the detection of taxa (81% and 69% at the family and genus level, respectively) and in the characterization of community composition and richness. However, DNA metabarcoding from preservative ethanol identified significantly fewer genera (3.3 on average, 15.9%) and families (2.0, 11.5%) than conventional morphometrics. Taxa missed by metabarcoding of storage ethanol were typically those low in proportional mass or poorly represented in the CO1 reference database. This led to some differences in the explanatory variables identified as being related to macroinvertebrate metrics, which could have implications on conclusions and management actions that might result therefrom. For example, the negative relationships between richness and reach-scale variables associated with forest management intensity were weaker when richness was based on metabarcoding as compared to conventional morphometrics. Discriminatory power was greater when data at the genus level were used. The congruence between functional feeding group results derived from morphometric (based on relative abundance) vs. metabarcoding (based on relative frequency and read abundance) identifications was group specific (r = 0.16-0.63), but low overall. We conclude that DNA metabarcoding of storage ethanol provides a promising approach for characterizing stream macroinvertebrate communities, but that its full deployment in biomonitoring projects requires developing more complete reference libraries and enhancing the sensitivity for detecting taxa with low sample biomass.",2019,10.1016/j.ecolind.2019.01.014
ZIMMERMANN_2015_MET,Metabarcoding vs. morphological identification to assess diatom diversity in environmental studies,"Zimmermann, Jonas; Gloeckner, Gernot; Jahn, Regine; Enke, Neela; Gemeinholzer, Birgit",MOLECULAR ECOLOGY RESOURCES,"Diatoms are frequently used for water quality assessments; however, identification to species level is difficult, time-consuming and needs in-depth knowledge of the organisms under investigation, as nonhomoplastic species-specific morphological characters are scarce. We here investigate how identification methods based on DNA (metabarcoding using NGS platforms) perform in comparison to morphological diatom identification and propose a workflow to optimize diatom fresh water quality assessments. Diatom diversity at seven different sites along the course of the river system Odra and Lusatian Neisse from the source to the mouth is analysed with DNA and morphological methods, which are compared. The NGS technology almost always leads to a higher number of identified taxa (270 via NGS vs. 103 by light microscopy LM), whose presence could subsequently be verified by LM. The sequence-based approach allows for a much more graduated insight into the taxonomic diversity of the environmental samples. Taxa retrieval varies considerably throughout the river system, depending on species occurrences and the taxonomic depth of the reference databases. Mostly rare taxa from oligotrophic parts of the river systems are less well represented in the reference database used. A workflow for DNA-based NGS diatom identification is presented. 28000 diatom sequences were evaluated. Our findings provide evidence that metabarcoding of diatoms via NGS sequencing of the V4 region (18S) has a great potential for water quality assessments and could complement and maybe even improve the identification via light microscopy.",2015,10.1111/1755-0998.12336
